person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
brianjennings,GB98PRHE61126741235146,Maestro,4891125606115022222,2025-03-09 15:48:40,Decathlon India,Grocery,95168.95,INR,UPI,West Angela,Deposit,February,Reversed
wagnerjacob,GB61CWPF03926344513477,VISA,377973383035410,2025-05-24 05:19:57,Brand Factory,Travel,91377.42,INR,Bank Transfer,New Garyton,Refund,July,Pending
martinaaron,GB15LHLE73220352157660,rupay,4088511149115,2025-04-02 16:27:29,Nykaa,Travel,54235.40,INR,Credit Card,Toddland,Purchase,June,Declined
john12,GB83SDWV16494834488201,VISA,4193627342610,2025-12-23 05:21:47,Myntra,Clothing,50045.45,INR,NEFT,North Shelby,Purchase,April,Reversed
guzmanjose,GB67GTKC30944852534025,VISA,3567391741681763,2025-07-18 21:07:48,Avenue Supermarts,Grocery,60329.78,INR,Mobile Payment,Barkerport,Deposit,August,Approved
jeffrey70,GB98ZRVP23614641235620,VISA,213199151494195,2025-06-13 02:51:17,Meesho,Electronics,66858.70,INR,RTGS,New Paulachester,Withdrawal,May,Approved
patricia76,GB87WSUM42172684962133,Maestro,3547413588973833,2025-09-24 21:23:38,Future Group,Health,71559.16,INR,Bank Transfer,Andreborough,Withdrawal,September,Pending
fanthony,GB41OKTY82738614211203,VISA,347083076898269,2025-06-24 16:27:38,ShopClues,Travel,20434.74,INR,UPI,Bishopfurt,Purchase,November,Approved
obryant,GB75CINE97035492375808,amex,3502178987226785,2025-03-21 02:49:16,Future Group,Dining,2654.96,INR,NEFT,Elizabethburgh,Refund,February,Approved
lwilliamson,GB54KCQY43524414494990,rupay,4945222993125,2025-08-03 01:57:16,Brand Factory,Dining,5622.14,INR,UPI,Port Scottbury,Deposit,July,Pending
cindy00,GB03WQDS13875346444990,Diners Club,6544131376565803,2025-05-08 14:57:18,Myntra,Electronics,18364.80,INR,Debit Card,West Mercedes,Deposit,September,Reversed
jacquelinejohnson,GB43QRGF11796510736032,chhupay,2255367537222565,2025-08-23 11:54:57,Nilgiris,Health,24961.56,INR,Credit Card,Williehaven,Purchase,August,Reversed
patricia76,GB86XLDI92773016515682,American Express,3561120315862509,2025-07-17 08:31:55,Nykaa,Clothing,4909.48,INR,Bank Transfer,Lindaland,Refund,June,Reversed
vholder,GB68KEAX52640241290242,Maestro,374859459828882,2025-04-08 12:14:27,Myntra,Electronics,13829.34,INR,UPI,Davidtown,Withdrawal,March,Reversed
martinezkathleen,GB77KVFQ33795310625631,chhupay,569536136512,2025-12-25 01:45:33,Central,Grocery,10937.91,INR,Mobile Payment,Carlborough,Withdrawal,December,Declined
martinmadison,GB74YOMT00294351647120,Maestro,180043616206142,2025-05-20 07:27:22,BabyChakra,Clothing,23210.81,INR,Mobile Payment,North Jeffrey,Purchase,March,Approved
sheatroy,GB97JNMC18394030656262,chhupay,30208186776061,2025-01-02 23:35:35,Titan Company,Health,18931.30,INR,Mobile Payment,West Olivia,Purchase,July,Declined
elopez,GB57BECQ29257342453430,Maestro,6501738673843971,2025-02-21 08:56:09,Reliance Retail,Clothing,37654.22,INR,RTGS,South Brianton,Refund,April,Declined
cliffordwells,GB73GWDX68160732762436,Mastercard,30539305440894,2025-11-24 20:35:45,Titan Company,Health,28543.10,INR,NEFT,Port Cindy,Refund,April,Pending
nunezchad,GB45PZEF74289502034022,Discover,213118033631568,2025-10-10 17:00:59,V-Mart Retail Ltd,Electronics,51105.69,INR,RTGS,Anthonychester,Withdrawal,September,Reversed
cummingsjohn,GB36UBZV02826180198173,Mastercard,572746692589,2025-12-14 01:09:48,BigBasket,Travel,93233.60,INR,Bank Transfer,Dustinfort,Refund,September,Reversed
cbrown,GB32RRNE07009278491966,Mastercard,4622189331813643,2025-06-16 21:24:08,Metro Cash & Carry India,Clothing,41685.40,INR,Mobile Payment,Thompsonbury,Withdrawal,February,Approved
kingapril,GB66IBMF09253139205367,saphiro,4039286692674155,2025-11-09 03:34:51,Trends,Dining,77814.31,INR,Mobile Payment,Wongmouth,Deposit,August,Approved
murrayharold,GB02JOPW90472539077437,chhupay,4850427523841298193,2025-11-25 13:02:26,Amazon India,Health,38731.32,INR,Bank Transfer,Richardton,Deposit,December,Reversed
audreymartin,GB28WOIP91679622942921,American Express,30120574812491,2025-05-08 14:52:48,Tata CLiQ,Dining,23174.60,INR,RTGS,Cruzside,Purchase,January,Declined
danielsedward,GB59RBHU73839534278232,VISA,4862916773233644,2025-02-25 14:34:08,BabyChakra,Travel,74490.48,INR,RTGS,Boothville,Withdrawal,June,Reversed
hendersonheather,GB93EFWZ46271382157739,VISA,4933252097105778822,2025-02-11 23:17:48,Snapdeal,Electronics,38890.10,INR,Debit Card,Sarahport,Deposit,May,Approved
williamsjustin,GB44JXFI54213951621767,American Express,4284228295996413140,2025-01-01 00:04:35,Central,Dining,68031.65,INR,Bank Transfer,Blackburnborough,Withdrawal,October,Reversed
cpatel,GB05ZUII98413560237170,Discover,378130841396285,2025-12-08 04:21:13,ShopClues,Clothing,79234.37,INR,Credit Card,Gregoryhaven,Deposit,January,Reversed
joshuawarner,GB11INMW62554112223855,Diners Club,4077470206408853,2025-05-19 02:27:14,Future Group,Travel,29814.90,INR,RTGS,Barnesmouth,Refund,November,Pending
mosessamuel,GB75WSGR44898769611117,VISA,6501738673843971,2025-06-03 13:53:35,Nykaa,Dining,47869.22,INR,Mobile Payment,Catherinefort,Refund,June,Declined
williamsoncindy,GB42KAID84646240554275,saphiro,5381077883244929,2025-06-17 21:58:35,Avenue Supermarts,Electronics,51000.41,INR,Debit Card,Port Johnland,Purchase,June,Declined
bdougherty,GB52ZVZG62278298628215,American Express,630497681910,2025-04-12 18:38:12,Westside,Travel,9924.18,INR,NEFT,North Melissamouth,Refund,February,Reversed
gflynn,GB82GLGO44919595411867,VISA,30450215484289,2025-11-18 21:22:18,Avenue Supermarts,Grocery,11267.71,INR,UPI,South Kevin,Withdrawal,April,Pending
montgomeryamanda,GB43PTIR02304564912392,rupay,4962161336251424,2025-09-26 16:33:19,Reliance Fresh,Dining,67323.35,INR,RTGS,South Johnside,Deposit,October,Declined
cbell,GB83TUQE79915843284911,VISA,4971060452560,2025-09-23 15:58:03,Tata CLiQ,Health,28620.17,INR,Mobile Payment,Timothymouth,Deposit,February,Approved
edward04,GB58WDPI46095389228383,chhupay,4415331850994947533,2025-11-21 18:13:51,Reliance Digital,Electronics,10589.07,INR,RTGS,West Lisa,Withdrawal,April,Declined
tbolton,GB44HUMI25787340743561,amex,3537470844917600,2025-08-05 03:21:38,HyperCity,Electronics,98119.36,INR,Mobile Payment,New Brandyhaven,Refund,May,Declined
nmercer,GB66RMWA81039026013484,amex,4273935398376045,2025-05-12 09:52:07,Decathlon India,Health,7784.63,INR,Credit Card,Lake Robert,Deposit,April,Approved
paynekristen,GB06LVIP61003840627542,Mastercard,5323145695580623,2025-05-14 08:01:35,Shoppers Stop,Grocery,30561.39,INR,UPI,Port Wesley,Purchase,January,Reversed
antonio42,GB18WWUJ46600601974335,saphiro,4800847332974891049,2025-12-15 07:51:51,Flipkart,Health,73993.23,INR,NEFT,Kathrynland,Withdrawal,July,Reversed
fstone,GB70PTBW11151254921026,VISA,4189103892897528,2025-02-12 20:50:00,Nykaa,Travel,27240.71,INR,Debit Card,Leehaven,Purchase,September,Declined
farmerjason,GB44QLKQ52537936226959,Maestro,2278237669202003,2025-05-02 16:38:33,Spar Hypermarket,Travel,73198.34,INR,Bank Transfer,North George,Refund,March,Approved
lgomez,GB26IQOZ34644234114679,Diners Club,4337448031228882,2025-01-09 23:06:24,Godrej Consumer Products,Travel,35874.53,INR,Debit Card,Belindachester,Purchase,September,Approved
obrown,GB33PQYD14655859596822,VISA,4941624053943703674,2025-06-17 20:30:54,Reliance Retail,Electronics,40838.14,INR,Credit Card,Miketown,Purchase,June,Reversed
ryanhinton,GB27DTYM32578242753664,VISA,676220037813,2025-05-20 23:30:50,Future Group,Travel,2839.45,INR,Debit Card,New Trevortown,Refund,July,Pending
anthonypatterson,GB20CTBF73546102896024,VISA,501821961197,2025-01-26 03:26:18,V-Mart Retail Ltd,Electronics,96684.90,INR,Debit Card,Greenmouth,Refund,February,Pending
kristen55,GB03IUEK54529748719097,VISA,30580696520787,2025-11-03 04:22:03,Shoppers Stop,Grocery,39510.50,INR,UPI,Fischershire,Withdrawal,July,Declined
connorpaul,GB83EBKK71032468241871,VISA,6551069088194159,2025-02-01 17:04:26,FirstCry,Travel,57780.46,INR,Bank Transfer,Brianfort,Refund,December,Pending
thomas78,GB22AEGN15182001546623,American Express,4862916773233644,2025-11-28 02:19:15,Titan Company,Clothing,28721.08,INR,Bank Transfer,Perezville,Deposit,January,Reversed
johnsondaniel,GB63SNCJ50747417663746,rupay,180036120064841,2025-01-20 11:51:59,Metro Cash & Carry India,Grocery,68241.40,INR,Bank Transfer,South Amanda,Refund,December,Declined
emilygallagher,GB91ONAC94630129389179,Mastercard,3544728003629741,2025-08-08 16:35:48,Aditya Birla Retai,Travel,54583.00,INR,Debit Card,Lake Stevenchester,Refund,August,Approved
kristen55,GB57OMKG03940687155659,American Express,4366933881873,2025-03-13 00:11:59,Decathlon India,Dining,17090.01,INR,NEFT,Baxterport,Deposit,December,Declined
ypayne,GB93XPSU27089490754322,Mastercard,4156567559147394,2025-07-25 17:08:19,Zivame,Health,59283.48,INR,NEFT,Erikamouth,Refund,December,Declined
aprilholland,GB20VQTD70647213050212,American Express,5294830138598481,2025-05-08 04:34:09,Trends,Health,73184.14,INR,Credit Card,East Emma,Purchase,July,Approved
levi25,GB38GTHY14299888292940,Mastercard,4573282117255128,2025-02-11 23:03:25,Nilgiris,Grocery,89221.51,INR,UPI,Petersenton,Withdrawal,April,Pending
cbrown,GB61MVTZ03895249782964,amex,4245472512398,2025-08-28 19:53:19,Nykaa,Clothing,20973.39,INR,Credit Card,Port Christopherchester,Refund,January,Approved
gutierrezrenee,GB39UDRE09073881542835,American Express,180036120064841,2025-02-13 22:02:48,Big Bazaar,Travel,7165.61,INR,Bank Transfer,East Chelsea,Deposit,July,Pending
gutierrezlaurie,GB04QTIQ51944542297370,VISA,501827550358,2025-02-13 01:17:48,Future Group,Grocery,27487.35,INR,Mobile Payment,South Lawrence,Purchase,January,Pending
kennethchung,GB60CKAD90969957718858,amex,4774299894890254,2025-03-27 23:50:37,Marks & Spencer India,Health,12427.02,INR,UPI,Port Daniel,Purchase,October,Reversed
zacharynguyen,GB28WEVU95852604482893,VISA,4112194141028955778,2025-01-18 20:35:38,Reliance Digital,Travel,43858.30,INR,RTGS,Riveraton,Withdrawal,August,Reversed
perkinsbryan,GB77MUHS35942459391765,American Express,3537544061616051,2025-09-25 14:57:17,Reliance Digital,Dining,89659.15,INR,Bank Transfer,North Katelyn,Deposit,May,Reversed
melissa40,GB38QODY02991231558732,amex,3597861855644363,2025-02-05 22:20:53,Shoppers Stop,Electronics,68208.76,INR,Bank Transfer,Youngfort,Purchase,September,Reversed
gabriellamason,GB28PGIW20498707299730,Mastercard,4872683140576141,2025-10-21 07:42:06,Trends,Electronics,34725.12,INR,RTGS,East Michelleberg,Deposit,January,Declined
marissa73,GB78MMKK99346151299349,VISA,3585961407332170,2025-03-02 10:46:56,Myntra,Health,97464.08,INR,NEFT,Lake William,Deposit,March,Reversed
eric78,GB68BCFJ98682606938593,Maestro,4279998133884,2025-10-20 08:18:55,Reliance Retail,Health,80969.69,INR,Credit Card,Murphyville,Deposit,January,Approved
steventurner,GB63OSYZ84683352181910,Maestro,4323298120187283,2025-06-11 05:25:03,Spencer’s Retail,Grocery,19887.22,INR,UPI,West Charles,Purchase,May,Declined
lwilliamson,GB33VFBT79339528110166,Mastercard,4891125606115022222,2025-02-08 00:21:57,Reliance Digital,Clothing,37016.96,INR,NEFT,Joseville,Withdrawal,July,Approved
miguel71,GB28ISHR19401038245736,Maestro,3575471849428430,2025-08-08 19:22:12,Central,Health,56238.25,INR,NEFT,Port Laurenside,Purchase,June,Declined
sarah08,GB89TUWC98686288697268,rupay,583988703059,2025-03-15 14:22:51,CaratLane,Grocery,85469.94,INR,Debit Card,Robertfort,Refund,February,Approved
jennifer56,GB06UTSW31514723831413,VISA,4842505296088,2025-08-04 07:07:42,Spar Hypermarket,Health,60524.29,INR,NEFT,Amandaside,Deposit,June,Approved
ginalong,GB59CRKF66136226501491,saphiro,4351734119571066,2025-01-28 17:07:45,Titan Company,Electronics,73060.22,INR,UPI,Mendozamouth,Purchase,February,Approved
cmartin,GB51SQED56445059124997,American Express,2254669351482345,2025-09-22 19:27:53,Big Bazaar,Travel,46840.26,INR,UPI,Michaelbury,Deposit,February,Reversed
mcdonaldconnie,GB17WLRH73538719104464,Mastercard,344097377035929,2025-05-25 04:21:13,Shoppers Stop,Dining,31590.85,INR,NEFT,Hoffmanstad,Refund,May,Reversed
brad50,GB66YEFC55390727872137,VISA,4148564098932270,2025-11-26 22:14:23,Amazon India,Health,49023.11,INR,Bank Transfer,South Jeffreyton,Withdrawal,May,Pending
erin50,GB58VYVW12323661878564,amex,4182796667584,2025-03-30 19:52:21,BlueStone,Electronics,63317.87,INR,Credit Card,Anthonyville,Purchase,November,Pending
emily89,GB23YFHG09425445433458,Maestro,6537480199329643,2025-01-29 04:04:56,Big Bazaar,Grocery,15856.11,INR,Mobile Payment,Jayburgh,Refund,May,Declined
stacy48,GB48TOEW24375712929081,chhupay,4843206481581,2025-02-02 15:23:25,Marks & Spencer India,Dining,495.61,INR,Bank Transfer,Heathershire,Purchase,December,Approved
banderson,GB17JBTU53105800386745,VISA,3581093756885840,2025-04-22 17:45:26,Future Group,Dining,46828.73,INR,Credit Card,North Briannafort,Refund,March,Declined
nrosales,GB69ZJMO53721619223221,Discover,3590842025316519,2025-10-16 05:27:55,FirstCry,Travel,74808.11,INR,Mobile Payment,Henrybury,Purchase,December,Pending
stewartedwin,GB05EVIS33034621891803,VISA,347083076898269,2025-11-05 03:53:21,Foodhall,Clothing,5693.87,INR,Mobile Payment,Snyderton,Withdrawal,April,Declined
ngreen,GB69SWCD61944976165514,chhupay,5185634186328086,2025-04-01 18:54:42,Spencer’s Retail,Travel,6996.80,INR,UPI,Sanchezhaven,Purchase,June,Pending
beckcharles,GB59ICWD65503068363608,American Express,3523473940285498,2025-02-09 01:05:48,Spencer’s Retail,Health,5479.22,INR,Bank Transfer,Salazarborough,Deposit,July,Reversed
mfisher,GB52VSGA89049099413450,VISA,4795112512840137,2025-05-30 04:34:16,Avenue Supermarts,Grocery,52035.77,INR,NEFT,Barrborough,Withdrawal,February,Approved
garciaaimee,GB86XSPO66079353608461,amex,4336926495919717,2025-01-11 15:00:00,Spar Hypermarket,Clothing,69175.10,INR,Debit Card,New Bruce,Refund,July,Reversed
williamscassidy,GB31JHNU30986615909699,Discover,4077470206408853,2025-02-04 13:04:12,Reliance Retail,Clothing,6443.31,INR,NEFT,Port Alejandroport,Purchase,April,Pending
andreablake,GB33OSGQ50437572662400,saphiro,4999826861350851,2025-05-19 05:53:57,Meesho,Dining,72658.25,INR,RTGS,Turnerland,Withdrawal,April,Approved
carrolljennifer,GB54AMJX33628408216478,VISA,6011659733880105,2025-09-20 15:09:28,Titan Company,Health,77799.56,INR,Bank Transfer,Figueroaside,Refund,August,Pending
travis49,GB34NYRK63254144122778,chhupay,4333116133168983,2025-07-12 17:34:34,Trends,Travel,12503.20,INR,Credit Card,New Debbie,Deposit,September,Declined
daygina,GB42EAJR66686772374282,amex,4451982676038966,2025-11-17 04:13:58,Bewakoof,Clothing,32884.77,INR,Debit Card,Valenciafurt,Purchase,September,Pending
hreeves,GB46WAEM15822887876087,VISA,213184146637686,2025-04-30 23:32:36,V-Mart Retail Ltd,Electronics,87237.80,INR,Mobile Payment,Wrightville,Purchase,March,Declined
bruceconway,GB57IYVP52487105616902,saphiro,4234693491989353580,2025-04-16 21:54:35,Pantaloons,Travel,91086.06,INR,Mobile Payment,Clarktown,Withdrawal,June,Declined
geoffrey58,GB04BPPZ09615900609796,chhupay,4462190727795140,2025-07-23 02:35:39,Tata CLiQ,Electronics,75872.09,INR,Credit Card,New Bethmouth,Refund,June,Approved
farmerjason,GB65FGAU40041304114064,Mastercard,4801537949349724887,2025-11-29 11:19:08,CaratLane,Health,53242.59,INR,RTGS,Aliciaton,Purchase,April,Approved
cindyguzman,GB91GKTY72163166258359,Maestro,675982373275,2025-02-10 12:51:40,BigBasket,Travel,29641.55,INR,RTGS,North Martha,Deposit,September,Approved
deannahill,GB49TNEN69088384007809,Mastercard,4192066394722959714,2025-04-06 01:36:59,FirstCry,Dining,13847.50,INR,UPI,New Kelli,Withdrawal,October,Approved
vjones,GB32RALA81631664301987,Diners Club,2710152745375762,2025-06-03 14:29:04,Marks & Spencer India,Electronics,49763.91,INR,NEFT,Fullerberg,Deposit,July,Declined
cmartin,GB89OHJH19238759405193,rupay,3579510876901649,2025-06-27 21:12:44,Foodhall,Health,31830.88,INR,Bank Transfer,Port Codymouth,Deposit,September,Approved
jeremiahscott,GB49YWKY78681121848978,saphiro,6544172435450272,2025-11-07 01:29:15,Pepperfry,Grocery,59745.15,INR,Credit Card,Derekview,Withdrawal,November,Reversed
scott71,GB06DRHW62143267189142,saphiro,3555120567027940,2025-07-14 17:41:41,V-Mart Retail Ltd,Dining,27527.55,INR,RTGS,Hernandezfurt,Purchase,August,Pending
heatherlopez,GB93KHNJ08252895282151,Discover,561516470623,2025-09-30 11:06:22,Avenue Supermarts,Dining,70478.08,INR,Bank Transfer,North Jenniferfort,Withdrawal,September,Declined
denisetaylor,GB97RZVR70890375611674,American Express,341900001082816,2025-04-15 17:33:50,Nilgiris,Clothing,67280.98,INR,NEFT,New Carl,Deposit,April,Declined
gburns,GB92YAHP83633876122752,VISA,377929549448228,2025-02-06 02:09:43,Myntra,Grocery,16015.93,INR,Mobile Payment,Lake Andrewland,Refund,August,Pending
michaelvelazquez,GB17IKCL30590858419433,saphiro,6529248769564588,2025-08-11 07:18:24,V-Mart Retail Ltd,Travel,87150.16,INR,NEFT,Thompsonbury,Purchase,January,Pending
ufrench,GB37NKMV18813326256160,Diners Club,6011836378738760,2025-07-30 12:54:51,Flipkart,Grocery,35283.83,INR,Debit Card,South Aliciaberg,Refund,December,Approved
emily84,GB58HZAK92597406963662,Diners Club,36859519601121,2025-03-03 12:15:18,HyperCity,Clothing,55908.71,INR,Debit Card,Port Larry,Deposit,July,Reversed
ramirezmichael,GB45CIFW16851407378159,Mastercard,060411475795,2025-12-05 15:09:53,Bewakoof,Grocery,47473.27,INR,Mobile Payment,Lake Denise,Purchase,March,Declined
hollytrevino,GB74WUBB80492514569215,Diners Club,503893010762,2025-08-05 05:50:29,Nilgiris,Electronics,84617.38,INR,UPI,Lake Jessicaburgh,Purchase,August,Approved
lopezkelly,GB57NJYP18934254032327,Diners Club,4933594869503236984,2025-03-31 20:25:35,Lenskart,Grocery,11861.46,INR,Debit Card,New Jacquelineshire,Withdrawal,March,Pending
michael73,GB27GWLH21650439785347,VISA,676230258904,2025-09-25 01:58:05,Godrej Consumer Products,Grocery,93062.91,INR,Bank Transfer,Marthaville,Withdrawal,March,Approved
theresa38,GB08WTXW70509054829356,Diners Club,4262229828791251,2025-08-13 13:22:31,IKEA India,Clothing,14895.90,INR,NEFT,North Alexander,Deposit,November,Approved
markgarrett,GB56BOFV30889209266544,Mastercard,347557955652319,2025-03-25 06:03:50,Reliance Digital,Health,76222.56,INR,RTGS,West Amber,Deposit,January,Declined
edward99,GB52KMAN68382293432134,American Express,3584019735218263,2025-03-09 16:50:19,Westside,Grocery,70644.91,INR,Bank Transfer,Johnmouth,Withdrawal,March,Approved
cbrown,GB74RHXS24391712764621,VISA,503883442686,2025-09-01 00:21:04,Infiniti Retail Ltd,Electronics,8276.78,INR,RTGS,Robinland,Purchase,June,Pending
joshua80,GB35MEIK26116011049556,VISA,3528836791937653,2025-01-05 00:58:39,Amazon India,Health,19145.52,INR,Debit Card,Luisland,Purchase,December,Approved
angela27,GB48YEHO61085688316538,American Express,4983815573202,2025-06-17 03:19:23,DMart,Health,91380.16,INR,RTGS,North Lisaberg,Withdrawal,October,Reversed
markliu,GB97NHKZ72259519537299,saphiro,6011417062475686,2025-12-25 10:24:32,Infiniti Retail Ltd,Grocery,78263.26,INR,Mobile Payment,Zacharyfort,Refund,August,Reversed
cunninghambradley,GB74HUVI39271977323456,VISA,38030035788242,2025-02-17 05:56:40,ShopClues,Dining,52366.95,INR,UPI,North Davidborough,Withdrawal,June,Reversed
edward25,GB07IDFV22575158664467,chhupay,30085596597992,2025-01-29 01:34:11,Spencer’s Retail,Grocery,28498.71,INR,RTGS,South Michelle,Withdrawal,June,Pending
samantha19,GB63QNDV85097503039955,amex,4653485956951755,2025-08-30 05:57:53,Aditya Birla Retai,Grocery,49884.63,INR,Bank Transfer,Lake Kennethchester,Deposit,August,Reversed
faustin,GB92UINA55183742474328,Maestro,6011154990263690,2025-12-14 11:04:57,Central,Grocery,32705.82,INR,Debit Card,Taylormouth,Withdrawal,February,Reversed
stephanie47,GB31EADN79554647769016,VISA,3553337594391832,2025-09-22 07:25:36,Nilgiris,Electronics,4560.49,INR,UPI,South Stevenshire,Purchase,August,Approved
berrynathaniel,GB18DHBF80319467959849,American Express,3563791695117827,2025-12-18 10:24:32,Pantaloons,Clothing,42050.39,INR,NEFT,Port Lisafort,Refund,January,Pending
